id,type,answer_count,question_body,title,uri
321821,question,,"
	Dear Mon Mon,

	Scars usually fade over time, so patience is important. I would speak with your plastic surgeon about ways to reduce the chance of hypertrophic or keloid scarring. There are many options to prevent and/or treat hypertrophic and keloid scars including adhesive tapes, silicone sheets, medicines, lasers, and various creams and ointments.

	As far as the location of the scar is concerned, unfortunately, it is very difficult to lower the scar unless the skin significantly stretches or relaxes after surgery.

	Best of luck,

	Larry Fan, MD
","Larry Fan, MD answers: Treatment for Tummy Tuck Scar Revision",/question/treatment-tummy-tuck-scar-revision
162468,question,,"Basal cell carcinoma (BCC) and squamous cell carcinoma (SCC) are known as non-melanoma skin cancer (NMSC). The lifetime risk of NMSC among Caucasian-Americans is at least 1 in 5. The actual growth rates vary depending on one's immune status, amount of pre-existing sun damage, etc. Where SCC typically grows faster than BCC, BCC can be very insidious with indistinct borders, and may not be recognized for years. For that reason, it is critical that every fair-skin person gets a head to toe skin check once a year and BCC's on face, scalp, neck should undergo Mohs micrographic surgery.","William Ting, MD answers: How fast does basal cell carcinoma grow?",/question/basal-cell-carcinoma-growth-rate-mohs-surgery
6098877,question,,"More information is needed to give a safe and satisfactory answer. Your surgeon will review all of your tests and general health and then determine if further testing is needed or if you will be good to go.Dr. Ted Eisenberg, Board Certified Plastic Surgeon and Author","Ted Eisenberg, DO, FACOS answers: I am planning to have a BA. If my MCV and MCH are high can the surgery be done?",/question/chapel-hill-nc-i-planning-breast-augmentation-mcv-mch-high-surgery
374795,question,,"
	There is always a risk with surgery, even if small.&nbsp; You should see a Board Certified Plastic Surgeon for this procedure, and they will advise if Smart Lipo is needed.&nbsp; There is typically not loose skin in the mons so the tightening element would not be as important.
","Sonia Badreshia-Bansal, MD answers: Complications for Smart Lipo on Pubic Mound?",/question/complications-smart-lipo-pubic-mound
2135359,question,,It really depends upon the practice and the surgeon. Specials can occur at any time of year so check in with a few BCPSs. Good luck.&nbsp;Dr. B,"Carlos Burnett, MD, FACS answers: Is it true that breast augmentation surgery can be less expensive on the offseason? Winter mon",/question/dallas-tx-true-breast-augmentation-surgery-expensive-offseason-winter-months
512623,question,,"
	It&#39;s hard to tell over the internet what is the cause, but sometimes you can develop a thickened or hypertrophic scar after mole removal on the arm. Since you say that the two doctors that you talked to were not too familiar with the problem, you might consider consulting with another dermatologist, one with additional training or experience in skin surgery. There are many excellent dermatologic surgeons or fellowship-trained Mohs surgeons in Los Angeles that can evaluate the problem and help improve or resolve it. If it is a hypertrophic scar, they might consider intralesional steroids, pulsed dye laser and/or silicone gel bandages. If it&#39;s something else, they should be able to help as well. Good luck.
","Andrew Kaufman, MD answers: 3 1/2 Months After Mole Removal, a Bright Red Bump Remains.  Why? (photo)",/question/1-2-months-after-mole-removaland-bright-red-bump-remains
3512643,question,,"The number of boards a plastic surgeon holdsdoesn't predict or ensure a good outcome.The number of boards a plastic surgeon holdsdoesn't matter if s/he cuts corners or is lackadaisical when it comes to safety.You should ask your plastic surgeon which precautionss/he is takingto reduce YOURrisk of blood clots (before the operation, during the operation, and after the operation).Your plastic surgeon should have also asked you about your specific clotting risks personal history of clots, family history of clots, use of contraceptives, medications, etc. The length of yoursurgery and the type of anesthesia (general versus local with or withoutsedation)used for your surgery will also be a factor. Best of luck!","Millicent Odunze-Geers, MD, MPH answers: What are the chances of death from plastic surgery with a double board certified plasti",/question/columbus-chances-plastic-surgery-double-board-certified-plastic-surgeon
2730224,question,,"Basal Cell Carcinoma is fairly common. These tumors grow very slowly and generally do not metastatize except in very very few conditions.They need surgical removal and pathological diagnosis and need to have free margin of tumor.Excision will result in a scar. The important part is to minimize the scar, orient the scar to allow for good scar formation, and minimally interfere with normal anatomy.both Frozen section and Moh's chemosurgery are very accurate and yield good results.See a Board certified Plastic Surgeon and based on the location of the Basal Cell Carcinoma and size and type the proper plan for surgery can be planned and what would be the consequences for the brow hair and how much and in what direction the hair needs to be removed.Basal cell carcinoma of the skin is mostly due to sun exposure.Talk with the surgeon or the Dermatologist means to minimize sun damage in the future.","Samir Shureih, MD answers: I have a mole in my eyebrow that is Basel cell carcinoma and needs to be removed. Seeking advise for ",/question/bossier-city-la-i-mole-eyebrow-basel-cell-carcinoma-removed-seeking-advise
2476293,question,,"Thank you for your question, and for providing the pictures.Yes, targeted liposuction of just the mons can be performed, if you'd like. &nbsp;Prices usually vary based on type of anesthesia and some geographic patterns. &nbsp;I recommend you call around to a few plastic surgery practices to get an idea of the cost in your area. &nbsp;Best of luck!","Daniel Krochmal, MD answers: Can I get liposuction on my pubic area? (Photo)",/question/lexington-ky-liposuction-pubic-area
1934054,question,,"thank you for the question,Look since you only have a few months after your surgery, you need to be patientin most cases the stretch marks that appears after a breast implant will become very clearsix moths after the surgery.&nbsp;you can use a pregnancy cream today, but in general stretch marks are difficult to treat.and i recommend you wait six month before laser treatment.&nbsp;","Enriquillo Clime Rivera, MD answers: How to treat stretch marks after Breast augmentation?",/question/phoenix-az-treat-stretch-marks-after-breast-augmentation
13033207,question,,"You must must acknowledge that all After Weight Loss surgeries represents very long and invasive procedures, so safety is crucial to prevent the high risk of complications associated with long procedures (more than 6 hours) and the combination of multiples surgery and different anatomical areas which means a lot of trauma to the body. It is safer to do shorter procedures every 5-6 months instead of doing 1@-12-14 hours surgery. My approach as expert on After Weight loss surgery is to start with Lower Body lift which in my hands means: Circumferential skin resection, mons lift/reduction, muscle repair, real buttocks lift, lovehandles tightening, some liposuction and If needed fat grafting to buttocks/hips/thighs , 6 months later upper body lift which in my hands means braquioplasty, lipo to arms, lateral torsoplasty, sometimes back lift and breast/chest lift. Be encouraged. Dr. Crdenas ","Carmina Cardenas, MD answers: What are the pros and cons of having an upper body lift at once compared to having it done in sepe",/question/upper-body-lift-seperate-sessions-pros-cons
